seed,action,scenario,estimate,est_correct,delta
1241,2,m_miss,-0.004456841197604438,-0.004434856056790658,-2.1985140813779447e-05
1241,2,e_miss,-0.0042665002852547255,-0.004434856056790658,0.0001683557715359326
1241,2,both_miss,-0.0040017292906494245,-0.004434856056790658,0.0004331267661412336
1242,0,correct,-0.005093494262051836,-0.005093494262051836,0.0
1242,0,m_miss,-0.004786901059142663,-0.005093494262051836,0.00030659320290917294
1242,0,e_miss,-0.0047129924272484944,-0.005093494262051836,0.00038050183480334114
1242,0,both_miss,-0.007982922933812689,-0.005093494262051836,-0.002889428671760853
1242,1,correct,-0.006200507181887281,-0.006200507181887281,0.0
1242,1,m_miss,-0.0066157752873230065,-0.006200507181887281,-0.00041526810543572514
1242,1,e_miss,-0.005510455252572404,-0.006200507181887281,0.0006900519293148773
1242,1,both_miss,-0.0034504853924364354,-0.006200507181887281,0.002750021789450846
1242,2,correct,-0.004255201980604893,-0.004255201980604893,0.0
1242,2,m_miss,-0.004103490033746803,-0.004255201980604893,0.00015171194685809075
1242,2,e_miss,-0.004061368578640934,-0.004255201980604893,0.00019383340196395954
1242,2,both_miss,-0.0029370266997339675,-0.004255201980604893,0.001318175280870926
1243,0,correct,-0.004121142216924734,-0.004121142216924734,0.0
1243,0,m_miss,-0.004207994515359653,-0.004121142216924734,-8.685229843491925e-05
1243,0,e_miss,-0.004045350818867076,-0.004121142216924734,7.579139805765755e-05
1243,0,both_miss,-0.006665979886540792,-0.004121142216924734,-0.0025448376696160582
1243,1,correct,-0.005671049605311428,-0.005671049605311428,0.0
1243,1,m_miss,-0.006122268076361172,-0.005671049605311428,-0.0004512184710497441
1243,1,e_miss,-0.005357927222386418,-0.005671049605311428,0.00031312238292501016
1243,1,both_miss,-0.004103530987154419,-0.005671049605311428,0.0015675186181570086
1243,2,correct,-0.004422441696361689,-0.004422441696361689,0.0
1243,2,m_miss,-0.004501727150277029,-0.004422441696361689,-7.928545391534033e-05
1243,2,e_miss,-0.004231390201998942,-0.004422441696361689,0.00019105149436274716
1243,2,both_miss,-0.003868926905082835,-0.004422441696361689,0.0005535147912788538
1244,0,correct,-0.00485505048514856,-0.00485505048514856,0.0
1244,0,m_miss,-0.005366589952269019,-0.00485505048514856,-0.0005115394671204587
1244,0,e_miss,-0.00473618653665302,-0.00485505048514856,0.00011886394849554022
1244,0,both_miss,-0.007537408364683361,-0.00485505048514856,-0.0026823578795348016
1244,1,correct,-0.00695919656972344,-0.00695919656972344,0.0
1244,1,m_miss,-0.00737102800880667,-0.00695919656972344,-0.0004118314390832295
1244,1,e_miss,-0.006263054415686905,-0.00695919656972344,0.0006961421540365356
1244,1,both_miss,-0.004950276600605771,-0.00695919656972344,0.0020089199691176694
1244,2,correct,-0.005307608329892951,-0.005307608329892951,0.0
1244,2,m_miss,-0.00538509200551646,-0.005307608329892951,-7.748367562350911e-05
1244,2,e_miss,-0.005111981105972346,-0.005307608329892951,0.00019562722392060458
1244,2,both_miss,-0.0044875530840199854,-0.005307608329892951,0.0008200552458729653
1245,0,correct,-0.00426361696198349,-0.00426361696198349,0.0
1245,0,m_miss,-0.004399086533540598,-0.00426361696198349,-0.0001354695715571081
1245,0,e_miss,-0.004128163388818386,-0.00426361696198349,0.0001354535731651037
1245,0,both_miss,-0.007166597502148942,-0.00426361696198349,-0.0029029805401654517
1245,1,correct,-0.005801700697053381,-0.005801700697053381,0.0
1245,1,m_miss,-0.006596573077326795,-0.005801700697053381,-0.0007948723802734137
1245,1,e_miss,-0.00527016062750995,-0.005801700697053381,0.0005315400695434314
1245,1,both_miss,-0.0028058379448607225,-0.005801700697053381,0.0029958627521926586
1245,2,correct,-0.004511775208564671,-0.004511775208564671,0.0
1245,2,m_miss,-0.004445682340646179,-0.004511775208564671,6.609286791849165e-05
1245,2,e_miss,-0.004266953246086499,-0.004511775208564671,0.0002448219624781719
1245,2,both_miss,-0.0040712721040369925,-0.004511775208564671,0.00044050310452767825
1246,0,correct,-0.004978345189707359,-0.004978345189707359,0.0
1246,0,m_miss,-0.005095976255073863,-0.004978345189707359,-0.00011763106536650473
1246,0,e_miss,-0.004802028691335106,-0.004978345189707359,0.00017631649837225247
1246,0,both_miss,-0.007785938204110961,-0.004978345189707359,-0.002807593014403602
1246,1,correct,-0.0063180295703232775,-0.0063180295703232775,0.0
1246,1,m_miss,-0.006595392600495574,-0.0063180295703232775,-0.0002773630301722962
1246,1,e_miss,-0.00572700455983234,-0.0063180295703232775,0.0005910250104909373
1246,1,both_miss,-0.003143217188276941,-0.0063180295703232775,0.0031748123820463364
1246,2,correct,-0.004795316689620177,-0.004795316689620177,0.0
1246,2,m_miss,-0.005034597998371971,-0.004795316689620177,-0.00023928130875179414
1246,2,e_miss,-0.00462766147716751,-0.004795316689620177,0.00016765521245266663
1246,2,both_miss,-0.004733796180915211,-0.004795316689620177,6.152050870496598e-05
1247,0,correct,-0.004453680330599269,-0.004453680330599269,0.0
1247,0,m_miss,-0.003888501688832317,-0.004453680330599269,0.000565178641766952
1247,0,e_miss,-0.004200987190153832,-0.004453680330599269,0.0002526931404454374
1247,0,both_miss,-0.007512569765112957,-0.004453680330599269,-0.0030588894345136876
1247,1,correct,-0.00590373023648012,-0.00590373023648012,0.0
1247,1,m_miss,-0.006067668301051963,-0.00590373023648012,-0.0001639380645718433
1247,1,e_miss,-0.0055687626058732575,-0.00590373023648012,0.0003349676306068621
1247,1,both_miss,-0.0032680128258637405,-0.00590373023648012,0.002635717410616379
1247,2,correct,-0.004296777174530812,-0.004296777174530812,0.0
1247,2,m_miss,-0.004308659940523084,-0.004296777174530812,-1.1882765992271734e-05
1247,2,e_miss,-0.004130990876659937,-0.004296777174530812,0.00016578629787087577
1247,2,both_miss,-0.0038623837552251585,-0.004296777174530812,0.00043439341930565393
1248,0,correct,-0.005233438856521293,-0.005233438856521293,0.0
1248,0,m_miss,-0.005147169750542683,-0.005233438856521293,8.626910597861037e-05
1248,0,e_miss,-0.004833377906610606,-0.005233438856521293,0.00040006094991068726
1248,0,both_miss,-0.007674202167540252,-0.005233438856521293,-0.002440763311018959
1248,1,correct,-0.0065504125794928186,-0.0065504125794928186,0.0
1248,1,m_miss,-0.006661569593702824,-0.0065504125794928186,-0.00011115701421000532
1248,1,e_miss,-0.00629136527751466,-0.0065504125794928186,0.0002590473019781587
1248,1,both_miss,-0.004019699058959096,-0.0065504125794928186,0.0025307135205337224
1248,2,correct,-0.004898060689383731,-0.004898060689383731,0.0
1248,2,m_miss,-0.0049979393738152356,-0.004898060689383731,-9.987868443150482e-05
1248,2,e_miss,-0.0048877077755008595,-0.004898060689383731,1.0352913882871219e-05
1248,2,both_miss,-0.00460726604106045,-0.004898060689383731,0.00029079464832328095
1249,0,correct,-0.004547580313825032,-0.004547580313825032,0.0
1249,0,m_miss,-0.0050712553885192985,-0.004547580313825032,-0.0005236750746942668
1249,0,e_miss,-0.004383389619402851,-0.004547580313825032,0.00016419069442218104
1249,0,both_miss,-0.007568535099717666,-0.004547580313825032,-0.003020954785892634
1249,1,correct,-0.00584362207031536,-0.00584362207031536,0.0
1249,1,m_miss,-0.006317500938525521,-0.00584362207031536,-0.0004738788682101614
1249,1,e_miss,-0.00533105517362756,-0.00584362207031536,0.0005125668966878003
1249,1,both_miss,-0.0034074891439447087,-0.00584362207031536,0.0024361329263706513
1249,2,correct,-0.00536288691841781,-0.00536288691841781,0.0
1249,2,m_miss,-0.005819004104375624,-0.00536288691841781,-0.0004561171859578132
1249,2,e_miss,-0.005138081315861719,-0.00536288691841781,0.00022480560255609162
1249,2,both_miss,-0.0048841386970070065,-0.00536288691841781,0.00047874822141080395
1250,0,correct,-0.005172899626729201,-0.005172899626729201,0.0
1250,0,m_miss,-0.005012882254482236,-0.005172899626729201,0.00016001737224696517
1250,0,e_miss,-0.005042160997388311,-0.005172899626729201,0.0001307386293408902
1250,0,both_miss,-0.007183980922472897,-0.005172899626729201,-0.0020110812957436957
1250,1,correct,-0.005875791593922622,-0.005875791593922622,0.0
1250,1,m_miss,-0.005675307954641289,-0.005875791593922622,0.00020048363928133316
1250,1,e_miss,-0.005573255728348357,-0.005875791593922622,0.00030253586557426465
1250,1,both_miss,-0.00316597184348925,-0.005875791593922622,0.002709819750433372
1250,2,correct,-0.005301919907886936,-0.005301919907886936,0.0
1250,2,m_miss,-0.005024195875080203,-0.005301919907886936,0.00027772403280673305
1250,2,e_miss,-0.005186131975638422,-0.005301919907886936,0.0001157879322485145
1250,2,both_miss,-0.004813163968901988,-0.005301919907886936,0.0004887559389849484
1251,0,correct,-0.003950746171879289,-0.003950746171879289,0.0
1251,0,m_miss,-0.003954730818214441,-0.003950746171879289,-3.9846463351514774e-06
1251,0,e_miss,-0.0038613205177792766,-0.003950746171879289,8.942565410001262e-05
1251,0,both_miss,-0.006606262005362248,-0.003950746171879289,-0.0026555158334829587
1251,1,correct,-0.006497162675765508,-0.006497162675765508,0.0
1251,1,m_miss,-0.00691346994272581,-0.006497162675765508,-0.00041630726696030226
1251,1,e_miss,-0.005815708011874833,-0.006497162675765508,0.0006814546638906748
1251,1,both_miss,-0.004119284226422507,-0.006497162675765508,0.002377878449343001
1251,2,correct,-0.0047446007282257495,-0.0047446007282257495,0.0
1251,2,m_miss,-0.004557749220993663,-0.0047446007282257495,0.00018685150723208623
1251,2,e_miss,-0.004534372261442375,-0.0047446007282257495,0.00021022846678337478
1251,2,both_miss,-0.004281651869017368,-0.0047446007282257495,0.0004629488592083819
1252,0,correct,-0.004450769220244358,-0.004450769220244358,0.0
1252,0,m_miss,-0.004546639012944074,-0.004450769220244358,-9.586979269971593e-05
1252,0,e_miss,-0.004288231594047272,-0.004450769220244358,0.00016253762619708543
1252,0,both_miss,-0.006421548155052176,-0.004450769220244358,-0.0019707789348078182
1252,1,correct,-0.005549198329946516,-0.005549198329946516,0.0
1252,1,m_miss,-0.0055711740525696265,-0.005549198329946516,-2.1975722623110254e-05
1252,1,e_miss,-0.0051337214803651105,-0.005549198329946516,0.0004154768495814058
1252,1,both_miss,-0.002962028131055957,-0.005549198329946516,0.002587170198890559
1252,2,correct,-0.004209685772798138,-0.004209685772798138,0.0
1252,2,m_miss,-0.004100310935712902,-0.004209685772798138,0.00010937483708523595
1252,2,e_miss,-0.004098907792494927,-0.004209685772798138,0.00011077798030321127
1252,2,both_miss,-0.004286495778251416,-0.004209685772798138,-7.681000545327766e-05
1253,0,correct,-0.005094237295560637,-0.005094237295560637,0.0
1253,0,m_miss,-0.005265579882126849,-0.005094237295560637,-0.00017134258656621194
1253,0,e_miss,-0.005024781103709473,-0.005094237295560637,6.945619185116415e-05
1253,0,both_miss,-0.008057923444664565,-0.005094237295560637,-0.002963686149103928
1253,1,correct,-0.005854009759834092,-0.005854009759834092,0.0
1253,1,m_miss,-0.005686095725411804,-0.005854009759834092,0.00016791403442228785
1253,1,e_miss,-0.005663308198878466,-0.005854009759834092,0.00019070156095562542
1253,1,both_miss,-0.00417406527768672,-0.005854009759834092,0.0016799444821473716
1253,2,correct,-0.0049099627424226905,-0.0049099627424226905,0.0
1253,2,m_miss,-0.004999249443039932,-0.0049099627424226905,-8.928670061724136e-05
1253,2,e_miss,-0.004658733096325848,-0.0049099627424226905,0.0002512296460968422
1253,2,both_miss,-0.004130564650071577,-0.0049099627424226905,0.0007793980923511135
1254,0,correct,-0.0050463250488561205,-0.0050463250488561205,0.0
1254,0,m_miss,-0.005139782791274238,-0.0050463250488561205,-9.345774241811735e-05
1254,0,e_miss,-0.005127047876219808,-0.0050463250488561205,-8.07228273636872e-05
1254,0,both_miss,-0.008560020694774895,-0.0050463250488561205,-0.003513695645918775
1254,1,correct,-0.005637655427013554,-0.005637655427013554,0.0
1254,1,m_miss,-0.005586625592853981,-0.005637655427013554,5.102983415957319e-05
1254,1,e_miss,-0.0051496163287411975,-0.005637655427013554,0.0004880390982723564
1254,1,both_miss,-0.0030757463843387447,-0.005637655427013554,0.0025619090426748092
1254,2,correct,-0.005403311092122781,-0.005403311092122781,0.0
1254,2,m_miss,-0.0055863816910332,-0.005403311092122781,-0.0001830705989104191
1254,2,e_miss,-0.005189718923631065,-0.005403311092122781,0.00021359216849171567
1254,2,both_miss,-0.004715909415990292,-0.005403311092122781,0.0006874016761324892
1255,0,correct,-0.004773391166978506,-0.004773391166978506,0.0
1255,0,m_miss,-0.0051480830615646825,-0.004773391166978506,-0.00037469189458617675
1255,0,e_miss,-0.004574036967535826,-0.004773391166978506,0.00019935419944267993
1255,0,both_miss,-0.007418222914366885,-0.004773391166978506,-0.002644831747388379
1255,1,correct,-0.006378566828736399,-0.006378566828736399,0.0
1255,1,m_miss,-0.006258455733907652,-0.006378566828736399,0.00012011109482874729
1255,1,e_miss,-0.005892839417573949,-0.006378566828736399,0.0004857274111624505
1255,1,both_miss,-0.003564125845002944,-0.006378566828736399,0.0028144409837334555
1255,2,correct,-0.004994273340491274,-0.004994273340491274,0.0
1255,2,m_miss,-0.005008937056240071,-0.004994273340491274,-1.4663715748797733e-05
1255,2,e_miss,-0.004888489113043255,-0.004994273340491274,0.00010578422744801901
1255,2,both_miss,-0.0042529750432866945,-0.004994273340491274,0.0007412982972045791
1256,0,correct,-0.0044544873514146275,-0.0044544873514146275,0.0
1256,0,m_miss,-0.004263496849929634,-0.0044544873514146275,0.00019099050148499355
1256,0,e_miss,-0.004293786402107212,-0.0044544873514146275,0.0001607009493074154
1256,0,both_miss,-0.007427233005883375,-0.0044544873514146275,-0.002972745654468747
1256,1,correct,-0.005998041951419742,-0.005998041951419742,0.0
1256,1,m_miss,-0.006080656444465634,-0.005998041951419742,-8.261449304589139e-05
1256,1,e_miss,-0.0055823040205721566,-0.005998041951419742,0.00041573793084758587
1256,1,both_miss,-0.0040305887866864485,-0.005998041951419742,0.001967453164733294
1256,2,correct,-0.0047810010144338725,-0.0047810010144338725,0.0
1256,2,m_miss,-0.004631189157086101,-0.0047810010144338725,0.00014981185734777146
1256,2,e_miss,-0.004550066131350497,-0.0047810010144338725,0.00023093488308337587
1256,2,both_miss,-0.003494493969947876,-0.0047810010144338725,0.0012865070444859966
1257,0,correct,-0.00449594419300682,-0.00449594419300682,0.0
1257,0,m_miss,-0.004713701944011279,-0.00449594419300682,-0.000217757751004459
1257,0,e_miss,-0.0043090483941314525,-0.00449594419300682,0.0001868957988753672
1257,0,both_miss,-0.0076124136334327856,-0.00449594419300682,-0.003116469440425966
1257,1,correct,-0.005656855790713434,-0.005656855790713434,0.0
1257,1,m_miss,-0.005784414910648003,-0.005656855790713434,-0.0001275591199345694
1257,1,e_miss,-0.005142549426917644,-0.005656855790713434,0.0005143063637957895
1257,1,both_miss,-0.003121539127868498,-0.005656855790713434,0.0025353166628449358
1257,2,correct,-0.004323741553554274,-0.004323741553554274,0.0
1257,2,m_miss,-0.0045777757311794166,-0.004323741553554274,-0.00025403417762514223
1257,2,e_miss,-0.00414823029574276,-0.004323741553554274,0.00017551125781151405
1257,2,both_miss,-0.0036060814425317033,-0.004323741553554274,0.0007176601110225711
1258,0,correct,-0.004041818407370581,-0.004041818407370581,0.0
1258,0,m_miss,-0.004259051438849467,-0.004041818407370581,-0.00021723303147888617
1258,0,e_miss,-0.004100700539842164,-0.004041818407370581,-5.888213247158287e-05
1258,0,both_miss,-0.006931027665650341,-0.004041818407370581,-0.0028892092582797598
1258,1,correct,-0.006443064600388374,-0.006443064600388374,0.0
1258,1,m_miss,-0.006591927146693875,-0.006443064600388374,-0.0001488625463055013
1258,1,e_miss,-0.006206388813596125,-0.006443064600388374,0.00023667578679224897
1258,1,both_miss,-0.004233829849565554,-0.006443064600388374,0.0022092347508228197
1258,2,correct,-0.005018848120458318,-0.005018848120458318,0.0
1258,2,m_miss,-0.005054097821438479,-0.005018848120458318,-3.524970098016129e-05
1258,2,e_miss,-0.004949201927422534,-0.005018848120458318,6.9646193035784e-05
1258,2,both_miss,-0.004534757340546607,-0.005018848120458318,0.0004840907799117111
1259,0,correct,-0.005021876103295053,-0.005021876103295053,0.0
1259,0,m_miss,-0.005108941077886426,-0.005021876103295053,-8.70649745913733e-05
1259,0,e_miss,-0.004735332594346495,-0.005021876103295053,0.000286543508948558
1259,0,both_miss,-0.0079432719492955,-0.005021876103295053,-0.002921395846000447
1259,1,correct,-0.005227508617546751,-0.005227508617546751,0.0
1259,1,m_miss,-0.005416816724609425,-0.005227508617546751,-0.00018930810706267384
1259,1,e_miss,-0.004867327600464834,-0.005227508617546751,0.0003601810170819168
1259,1,both_miss,-0.003094536039193662,-0.005227508617546751,0.0021329725783530893
1259,2,correct,-0.004015184405032119,-0.004015184405032119,0.0
1259,2,m_miss,-0.004281805390873618,-0.004015184405032119,-0.0002666209858414991
1259,2,e_miss,-0.003669667367324373,-0.004015184405032119,0.0003455170377077458
1259,2,both_miss,-0.0027950861865126838,-0.004015184405032119,0.001220098218519435
1260,0,correct,-0.0046858510935539315,-0.0046858510935539315,0.0
1260,0,m_miss,-0.004952761673746254,-0.0046858510935539315,-0.00026691058019232255
1260,0,e_miss,-0.004585138788892919,-0.0046858510935539315,0.00010071230466101276
1260,0,both_miss,-0.007439502940359313,-0.0046858510935539315,-0.002753651846805381
1260,1,correct,-0.006231957575107849,-0.006231957575107849,0.0
1260,1,m_miss,-0.006009435381859745,-0.006231957575107849,0.00022252219324810432
1260,1,e_miss,-0.005856124117968602,-0.006231957575107849,0.00037583345713924736
1260,1,both_miss,-0.004730713341280185,-0.006231957575107849,0.0015012442338276644
1260,2,correct,-0.005219966083043171,-0.005219966083043171,0.0
1260,2,m_miss,-0.005206166475856763,-0.005219966083043171,1.3799607186408026e-05
1260,2,e_miss,-0.005124577818936243,-0.005219966083043171,9.538826410692737e-05
1260,2,both_miss,-0.004599169217767543,-0.005219966083043171,0.0006207968652756279
1261,0,correct,-0.00486112808227347,-0.00486112808227347,0.0
1261,0,m_miss,-0.005353020276622365,-0.00486112808227347,-0.0004918921943488945
1261,0,e_miss,-0.004830420155174487,-0.00486112808227347,3.070792709898313e-05
1261,0,both_miss,-0.0072383259575816905,-0.00486112808227347,-0.00237719787530822
1261,1,correct,-0.006315728587280852,-0.006315728587280852,0.0
1261,1,m_miss,-0.006321354371762554,-0.006315728587280852,-5.625784481702242e-06
1261,1,e_miss,-0.0059788816658528044,-0.006315728587280852,0.0003368469214280476
1261,1,both_miss,-0.004334593622225518,-0.006315728587280852,0.001981134965055334
1261,2,correct,-0.004836722203650411,-0.004836722203650411,0.0
1261,2,m_miss,-0.004917890638137832,-0.004836722203650411,-8.116843448742125e-05
1261,2,e_miss,-0.004691023086356779,-0.004836722203650411,0.0001456991172936314
1261,2,both_miss,-0.004786512142774214,-0.004836722203650411,5.021006087619663e-05
1262,0,correct,-0.004434745494689762,-0.004434745494689762,0.0
1262,0,m_miss,-0.004608944067365126,-0.004434745494689762,-0.00017419857267536414
1262,0,e_miss,-0.004363690120838389,-0.004434745494689762,7.105537385137303e-05
1262,0,both_miss,-0.007069093499384531,-0.004434745494689762,-0.0026343480046947696
1262,1,correct,-0.005199202151414762,-0.005199202151414762,0.0
1262,1,m_miss,-0.005176863695704332,-0.005199202151414762,2.233845571042968e-05
1262,1,e_miss,-0.004830522529609505,-0.005199202151414762,0.0003686796218052568
1262,1,both_miss,-0.003128541184011434,-0.005199202151414762,0.002070660967403328
1262,2,correct,-0.004519689096127524,-0.004519689096127524,0.0
1262,2,m_miss,-0.004542774560469833,-0.004519689096127524,-2.308546434230934e-05
1262,2,e_miss,-0.004361930039018725,-0.004519689096127524,0.00015775905710879896
1262,2,both_miss,-0.0038996295891625394,-0.004519689096127524,0.0006200595069649844
1263,0,correct,-0.00448846109812558,-0.00448846109812558,0.0
1263,0,m_miss,-0.004769818879883791,-0.00448846109812558,-0.0002813577817582114
1263,0,e_miss,-0.004203860349539288,-0.00448846109812558,0.00028460074858629135
1263,0,both_miss,-0.006704072652045652,-0.00448846109812558,-0.0022156115539200723
1263,1,correct,-0.006163057305652868,-0.006163057305652868,0.0
1263,1,m_miss,-0.006465683278561379,-0.006163057305652868,-0.00030262597290851064
1263,1,e_miss,-0.005771677231734426,-0.006163057305652868,0.0003913800739184419
1263,1,both_miss,-0.0036116719334301473,-0.006163057305652868,0.0025513853722227207
1263,2,correct,-0.0045601641356817725,-0.0045601641356817725,0.0
1263,2,m_miss,-0.004772956244943855,-0.0045601641356817725,-0.00021279210926208273
1263,2,e_miss,-0.004438246082704325,-0.0045601641356817725,0.00012191805297744746
1263,2,both_miss,-0.0042614052291071874,-0.0045601641356817725,0.00029875890657458503
1264,0,correct,-0.00522486487736628,-0.00522486487736628,0.0
